id,atc_code,antibiotic_name,match_key,route,aware_group,antibiotic_class,on_eml,is_systemic,source_version
282,J01MB06,Cinoxacin,cinoxacin,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
283,J01MA02,Ciprofloxacin,ciprofloxacin,ANY,WATCH,Fluoroquinolones,Yes,true,WHO AWaRe 2025
284,J01FA09,Clarithromycin,clarithromycin,ANY,WATCH,Macrolides,Yes,true,WHO AWaRe 2025
285,J01XX03,Clofoctol,clofoctol,ANY,WATCH,Phenol-derivatives,No,true,WHO AWaRe 2025
286,J01AA11,Clomocycline,clomocycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
287,J01MA23,Delafloxacin,delafloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
288,J01AA01,Demeclocycline,demeclocycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
289,J01GB09,Dibekacin,dibekacin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
290,J01FA13,Dirithromycin,dirithromycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
291,J01DH04,Doripenem,doripenem,ANY,WATCH,Carbapenems,No,true,WHO AWaRe 2025
292,J01MA04,Enoxacin,enoxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
293,J01DH03,Ertapenem,ertapenem,ANY,WATCH,Carbapenems,No,true,WHO AWaRe 2025
294,J01FA01,Erythromycin,erythromycin,ANY,WATCH,Macrolides,Yes,true,WHO AWaRe 2025
295,A07AA12,Fidaxomicin,fidaxomicin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
296,J01MA08,Fleroxacin,fleroxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
297,J01DC14,Flomoxef,flomoxef,ANY,WATCH,Second-generation-cephalosporins,No,true,WHO AWaRe 2025
298,J01MB07,Flumequine,flumequine,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
299,J01FA14,Flurithromycin,flurithromycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
300,J01XX01,Fosfomycin,fosfomycin,ORAL,WATCH,Phosphonics,No,true,WHO AWaRe 2025
301,J01XC01,Fusidic-acid,fusidicacid,ANY,WATCH,Steroid-antibacterials,No,true,WHO AWaRe 2025
302,J01MA19,Garenoxacin,garenoxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
303,J01MA16,Gatifloxacin,gatifloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
304,J01MA15,Gemifloxacin,gemifloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
305,J01XX13,Gepotidacin,gepotidacin,ANY,WATCH,Triazaacenaphthylenes,No,true,WHO AWaRe 2025
306,J01MA11,Grepafloxacin,grepafloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
307,J01DH51,Imipenem/cilastatin,imipenem/cilastatin,ANY,WATCH,Carbapenems,Yes,true,WHO AWaRe 2025
308,J01GB11,Isepamicin,isepamicin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
309,J01FA07,Josamycin,josamycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
310,J01GB04,Kanamycin,kanamycin,IV,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
311,A07AA08,Kanamycin,kanamycin,ORAL,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
312,J01MA25,Lascufloxacin,lascufloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
313,J01DD06,Latamoxef,latamoxef,ANY,WATCH,Third-generation-cephalosporins,No,true,WHO AWaRe 2025
314,J01MA12,Levofloxacin,levofloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
315,J01MA24,Levonadifloxacin,levonadifloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
316,J01FF02,Lincomycin,lincomycin,ANY,WATCH,Lincosamides,No,true,WHO AWaRe 2025
317,J01MA07,Lomefloxacin,lomefloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
318,J01DC08,Loracarbef,loracarbef,ANY,WATCH,Second-generation-cephalosporins,No,true,WHO AWaRe 2025
319,J01AA04,Lymecycline,lymecycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
320,J01DH02,Meropenem,meropenem,ANY,WATCH,Carbapenems,Yes,true,WHO AWaRe 2025
321,J01AA05,Metacycline,metacycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
322,J01CA10,Mezlocillin,mezlocillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
323,,Micronomicin,micronomicin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
324,J01FA03,Midecamycin,midecamycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
325,J01AA08,Minocycline,minocycline,ORAL,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
326,J01FA11,Miocamycin,miocamycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
327,J01MA14,Moxifloxacin,moxifloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
328,J01MB02,Nalidixic-acid,nalidixicacid,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
329,J01MB08,Nemonoxacin,nemonoxacin,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
330,J01GB05,Neomycin,neomycin,IV,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
331,A07AA01,Neomycin,neomycin,ORAL,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
332,J01GB07,Netilmicin,netilmicin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
333,J01MA06,Norfloxacin,norfloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
334,J01MA01,Ofloxacin,ofloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
335,J01FA05,Oleandomycin,oleandomycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
336,J01MB05,Oxolinic-acid,oxolinicacid,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
337,J01AA06,Oxytetracycline,oxytetracycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
338,J01DH55,Panipenem,panipenem,ANY,WATCH,Carbapenems,No,true,WHO AWaRe 2025
339,A07AA06,Paromomycin,paromomycin,ORAL,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
340,J01MA18,Pazufloxacin,pazufloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
341,J01MA03,Pefloxacin,pefloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
342,J01AA10,Penimepicycline,penimepicycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
343,J01CE05,Pheneticillin,pheneticillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
344,J01MB04,Pipemidic-acid,pipemidicacid,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
345,J01CA12,Piperacillin,piperacillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
346,J01CR05,Piperacillin/tazobactam,piperacillin/tazobactam,ANY,WATCH,Beta-lactam/beta-lactamase-inhibitor_anti-pseudomonal,Yes,true,WHO AWaRe 2025
347,J01MB03,Piromidic-acid,piromidicacid,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
348,J01FG01,Pristinamycin,pristinamycin,ANY,WATCH,Streptogramins,No,true,WHO AWaRe 2025
349,J01MA17,Prulifloxacin,prulifloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
350,J01GB10,Ribostamycin,ribostamycin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
351,J04AB04,Rifabutin,rifabutin,ANY,WATCH,Rifamycins,No,true,WHO AWaRe 2025
352,J04AB02,Rifampicin,rifampicin,ANY,WATCH,Rifamycins,No,true,WHO AWaRe 2025
353,J04AB03,Rifamycin,rifamycin,IV,WATCH,Rifamycins,No,true,WHO AWaRe 2025
354,A07AA13,Rifamycin,rifamycin,ORAL,WATCH,Rifamycins,No,true,WHO AWaRe 2025
355,A07AA11,Rifaximin,rifaximin,ANY,WATCH,Rifamycins,No,true,WHO AWaRe 2025
356,J01FA12,Rokitamycin,rokitamycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
357,J01AA09,Rolitetracycline,rolitetracycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
358,J01MB01,Rosoxacin,rosoxacin,ANY,WATCH,Quinolones,No,true,WHO AWaRe 2025
359,J01FA06,Roxithromycin,roxithromycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
360,J01MA10,Rufloxacin,rufloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
361,J01AA14,Sarecycline,sarecycline,ANY,WATCH,Tetracyclines,No,true,WHO AWaRe 2025
362,J01GB08,Sisomicin,sisomicin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
363,J01MA21,Sitafloxacin,sitafloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
364,J01FA16,Solithromycin,solithromycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
365,J01MA09,Sparfloxacin,sparfloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
366,J01FA02,Spiramycin,spiramycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
367,J01GA02,Streptoduocin,streptoduocin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
368,J01GA01,Streptomycin,streptomycin,IV,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
369,A07AA04,Streptomycin,streptomycin,ORAL,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
370,J01CA16,Sulbenicillin,sulbenicillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
371,J01CG02,Tazobactam,tazobactam,ANY,WATCH,Beta-lactamase-inhibitors,No,true,WHO AWaRe 2025
372,J01DH06,Tebipenem,tebipenem,ANY,WATCH,Carbapenems,No,true,WHO AWaRe 2025
373,J01XA02,Teicoplanin,teicoplanin,ANY,WATCH,Glycopeptides,No,true,WHO AWaRe 2025
374,J01FA15,Telithromycin,telithromycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
375,J01MA05,Temafloxacin,temafloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
376,J01CA17,Temocillin,temocillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
377,J01CA13,Ticarcillin,ticarcillin,ANY,WATCH,Penicillins,No,true,WHO AWaRe 2025
378,J01CR03,Ticarcillin/clavulanic-acid,ticarcillin/clavulanicacid,ANY,WATCH,Beta-lactam/beta-lactamase-inhibitor,No,true,WHO AWaRe 2025
379,J01GB01,Tobramycin,tobramycin,ANY,WATCH,Aminoglycosides,No,true,WHO AWaRe 2025
380,J01MA22,Tosufloxacin,tosufloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
381,J01FA08,Troleandomycin,troleandomycin,ANY,WATCH,Macrolides,No,true,WHO AWaRe 2025
382,J01MA13,Trovafloxacin,trovafloxacin,ANY,WATCH,Fluoroquinolones,No,true,WHO AWaRe 2025
383,J01XA01,Vancomycin,vancomycin,IV,WATCH,Glycopeptides,Yes,true,WHO AWaRe 2025
384,A07AA09,Vancomycin,vancomycin,ORAL,WATCH,Glycopeptides,Yes,true,WHO AWaRe 2025
